x,y,z,outcome
-1.346413168893354,2.044189512003298,1.6586851030597887,1.0
-1.312728146279937,0.44683490626425226,-2.7312484510873385,0.0
0.6616246941405546,1.0821856563800167,-2.7345979956533504,1.0
0.7607273306552684,2.6339116202419506,1.2882700348075395,0.0
1.59291089683905,-1.8009962478842718,-1.6606187474685141,1.0
-2.8037421484790896,-0.39858922981050166,-1.2992959993721003,0.0
1.7863165483911223,-0.9789350581876263,2.2486548308689516,1.0
-2.1602575940571573,-2.260008153031466,0.36684438592910784,0.0
-1.8237029473046809,0.008706518783885897,2.3277826003143365,1.0
0.43307677093808683,0.2099311013755224,2.9989247427117345,1.0
1.8317518479504447,2.4156267045015776,-0.3623390352664993,0.0
2.153015476380032,-1.8981751625480143,-1.1229221651011096,1.0
-1.9155151435784783,2.1620895809605485,-0.27363869111717454,0.0
-1.4628071990669964,1.261298342703728,-2.376468274813622,0.0
-0.056812874644200775,-0.20428877356269728,2.9383558471413527,1.0
1.323020377896348,-0.653521702975007,2.4618456363901497,1.0
2.606862309120468,-1.5657549483718178,-0.37264718421128895,0.0
-1.2993488249327616,1.8086704508422022,2.0627359831187624,0.0
1.8568116641636143,-2.3569952281958897,0.06882134994202017,0.0
-1.4325467524144482,-1.618256332593591,-1.979447418464104,1.0
2.7855461268077715,0.5720090770186557,-0.9157293921513561,1.0
1.7511224226796074,-0.08526840988073427,2.5896829407051762,1.0
-1.6150961450848333,2.305003956764521,1.2619493183174169,0.0
0.49579618740983405,-0.4012101275143282,3.094110270291442,1.0
-0.3081786903208716,-2.6643972839927046,-1.6690561649064006,0.0
2.067761859635144,0.8488205713845717,-2.0720803168016446,0.0
-1.6242645452304656,-0.10578611445231835,-2.6086487562956746,1.0
2.6862532237552506,-1.2151222798044696,0.9131079062006345,0.0
-0.10644113691843782,-2.192214302647267,-1.8117268412742862,1.0
0.8532583688344555,1.9977071400451425,-2.146384920450598,0.0
-2.1636311184652217,0.33603024345021426,-2.0097975704381397,0.0
1.5260621467552105,2.5014324214680355,-0.0027427656477957,1.0
-0.571021928443328,2.7048208999016587,1.3039280011282914,1.0
1.8478957688756301,1.5711111866153242,1.5802515645160278,0.0
-2.9994293022101504,0.006751491806482983,-0.841392286472771,0.0
-0.02826988842414269,-2.562765905936385,-1.47578750581445,0.0
1.9035868523453758,2.1629471371363893,0.15015265360168578,1.0
2.639733031394501,-1.056760963986245,-1.2252062843470628,1.0
0.9323647457692703,-1.8393149249542473,2.1656828647362896,1.0
-1.8081235935458184,2.366201725452922,0.5666379488294376,0.0
0.8753378738830495,-1.3782312149672271,-2.440645255933237,1.0
1.9270851690266875,-2.2398938238507444,0.34712865658769787,0.0
-2.008064720507789,1.2087858156815765,1.8557465658530796,1.0
1.6886397880504778,2.0949249891528683,-1.4780719183065727,1.0
0.7774321965257243,-2.616656876511508,0.9719707218935476,0.0
2.7579285836452523,0.780166624285251,-1.1965794893379593,1.0
-1.215898733354181,2.4684346708514986,0.681434471717533,0.0
1.2004125723901569,-2.73898099067228,1.0791135908127716,1.0
2.0138603770079477,-0.36736787594965925,2.3337997801722254,0.0
0.5993212652682708,2.3655246685271556,-1.5978967959361947,1.0
-2.0673828212422323,0.9746035075152367,-1.6874885194825797,0.0
0.8201598342676102,-1.1459517138236879,-2.538666440839785,1.0
2.858738353298061,-0.6051164748207941,-1.1623118422576753,1.0
1.3881703044831566,0.8427111827835717,-2.2381030844638525,1.0
2.135717258258117,2.0051178359625217,0.8599358508950768,1.0
-1.6141508096146397,-2.398935771151139,1.239286483535077,1.0
2.8479513211096665,0.040098113891145024,-0.7659530962333057,0.0
0.5614520072218163,0.11566136530135598,3.001569766754294,1.0
-2.14589034039952,-1.993802141239725,-0.012154017912918293,1.0
2.4283622120804758,0.4029848292661302,1.8971728087047457,0.0
-2.062358598485528,-0.24372978381168992,2.1960842672430623,1.0
1.6652699125912316,-2.0771344419968503,-1.320313300653702,0.0
-2.1182833723277894,1.3271660552828877,-1.7200999299528166,0.0
-0.6670558139505384,-0.82754575561883,2.9011659288353666,1.0
-1.4558895129369553,1.0744745096887145,-2.421523950737121,1.0
2.812219823310646,0.08014786116611672,1.1589819730328608,0.0
0.5164617706510841,0.8989150783851123,2.8877306335391677,0.0
-0.9446544989098451,2.335768002036096,1.73339925004121,1.0
-2.086974416781946,-0.8043000785009664,-1.9739942275273332,0.0
0.059261761576137266,1.6890947482425815,2.4591303487503384,1.0
0.695635253185115,-0.4395511325793411,2.9881280617187644,0.0
0.3797811184757621,-0.31566758078107615,-2.767258895036345,1.0
-2.044653543299341,-1.9757788960788036,-0.7470191594443855,0.0
2.8218514355904696,0.5887587543356055,-1.1021131858591389,0.0
0.9622875004659565,-1.949700688587957,2.0297578694805445,0.0
1.9636192294172485,1.5637303666592675,1.741804703079018,1.0
0.16299218486279976,-2.1014684133466908,2.066068374791308,0.0
-0.5074204553022275,-2.386093835886907,1.773763381860849,0.0
0.7558218865613006,-0.36720758628662187,2.897562089458665,1.0
-0.09957016899017673,-2.0736587543496348,2.2009312306921784,0.0
1.020530853341645,-0.6515379868425026,-2.888312765781447,1.0
2.5329929101482924,-1.19087706531191,1.40602969992324,0.0
1.0294072406652524,2.649640538778165,1.157668329226375,0.0
2.879984772333493,0.767406121592758,-0.8242375068930763,1.0
2.803448662362558,-0.5156445499917561,0.8615670412754834,1.0
1.6574434591752842,-2.520684922937987,0.03824620429168313,0.0
2.009018899423428,-0.6934127396655945,2.1221171014857347,0.0
2.0648475686850585,0.844852930877948,-2.0568808330763053,0.0
